,experience_coding,python_user,r_user,sql_user,most_used,compensation,category
8532,0.26,True,False,True,TensorFlow,24,< 5 Years
8533,3.5,True,True,True,Keras,445,< 5 Years
8534,0.0,False,False,False,,179132,< 5 Years
8535,11.5,True,True,True,Scikit-learn,89548,10-15 Years
8536,1.5,True,False,False,,68999,< 5 Years
8537,1.8,False,False,False,TensorFlow,3648,< 5 Years
8538,2.6,True,False,True,Scikit-learn,69643,< 5 Years
8539,0.31,True,False,False,TensorFlow,56241,< 5 Years
8540,27.0,True,False,True,Keras,55703,25+ Years
8541,0.43,True,False,True,,1724,< 5 Years
8542,4.9,True,False,False,Scikit-learn,3183,< 5 Years
8543,1.9,True,False,True,,6,< 5 Years
8544,1.6,True,False,False,Scikit-learn,6715,< 5 Years
8545,1.0,True,False,False,Scikit-learn,61008,< 5 Years
8546,4.9,True,False,False,TensorFlow,58274,< 5 Years
8547,2.5,True,False,True,Scikit-learn,1986,< 5 Years
8548,3.2,True,False,False,TensorFlow,62664,< 5 Years
8549,2.9,True,False,True,Scikit-learn,109544,< 5 Years
8550,3.8,True,False,False,PyTorch,59239,< 5 Years
8551,2.1,False,False,False,,63958,< 5 Years
8552,3.3,True,False,False,TensorFlow,3127,< 5 Years
8553,1.3,True,False,True,PyTorch,796,< 5 Years
8554,4.5,True,False,False,Keras,14483,< 5 Years
8555,7.0,True,False,False,PyTorch,638,5-10 Years
8556,2.4,True,False,False,Keras,73382,< 5 Years
8557,2.6,True,True,True,Scikit-learn,39942,< 5 Years
8558,0.9,True,False,True,,52603,< 5 Years
8559,0.0,False,False,False,,60507,< 5 Years
8560,16.1,True,False,True,PyTorch,35350,15-20 Years
8561,9.9,True,False,False,Scikit-learn,53717,5-10 Years
8562,3.4,True,False,False,Scikit-learn,5692,< 5 Years
8563,6.6,False,False,False,Scikit-learn,839,5-10 Years
8564,0.25,True,False,False,Scikit-learn,58796,< 5 Years
8565,11.1,True,False,False,Scikit-learn,50517,10-15 Years
8566,7.5,True,False,False,PyTorch,66808,5-10 Years
8567,2.7,True,True,False,TensorFlow,2100,< 5 Years
8568,1.4,True,False,True,Scikit-learn,605,< 5 Years
8569,1.3,True,False,False,Scikit-learn,292745,< 5 Years
8570,0.79,False,False,False,,85555,< 5 Years
8571,12.3,True,True,True,TensorFlow,54748,10-15 Years
8572,7.2,True,False,True,Scikit-learn,70804,5-10 Years
8573,1.2,True,True,False,PyTorch,3769,< 5 Years
8574,1.7,True,True,True,Scikit-learn,56675,< 5 Years
8575,3.7,True,False,False,PyTorch,58804,< 5 Years
8576,0.65,True,False,False,TensorFlow,61669,< 5 Years
8577,4.2,True,False,False,Scikit-learn,159,< 5 Years
8578,3.8,True,False,False,PyTorch,54837,< 5 Years
8579,4.6,True,False,False,TensorFlow,54490,< 5 Years
8580,2.5,False,False,True,,751,< 5 Years
8581,0.0,False,False,False,,309,< 5 Years
8582,6.0,True,True,True,,1076,5-10 Years
8583,0.63,True,False,True,Scikit-learn,447,< 5 Years
8584,0.28,True,False,False,,73979,< 5 Years
8585,0.87,True,False,False,,73210,< 5 Years
8586,1.3,True,True,True,Scikit-learn,95,< 5 Years
8587,1.5,True,False,False,,53693,< 5 Years
8588,5.5,True,True,True,TensorFlow,70584,5-10 Years
8589,13.8,False,False,True,Scikit-learn,66654,10-15 Years
8590,16.5,True,True,False,Keras,496755,15-20 Years
8591,1.4,True,False,False,Scikit-learn,5447,< 5 Years
8592,0.55,True,False,True,,59692,< 5 Years
8593,3.1,True,False,True,TensorFlow,856,< 5 Years
8594,4.6,True,False,True,PyTorch,5926,< 5 Years
8595,0.99,True,False,False,Keras,54315,< 5 Years
8596,1.8,True,False,False,Scikit-learn,50722,< 5 Years
8597,2.3,False,False,False,,74663,< 5 Years
8598,0.51,True,False,False,,56827,< 5 Years
8599,1.9,True,False,True,TensorFlow,57963,< 5 Years
8600,0.57,True,False,False,TensorFlow,54598,< 5 Years
8601,1.3,True,False,True,Keras,312,< 5 Years
8602,0.48,True,False,False,,50161,< 5 Years
8603,7.2,True,False,False,Scikit-learn,58381,5-10 Years
8604,0.31,True,False,False,Scikit-learn,73010,< 5 Years
8605,1.2,True,False,True,,69833,< 5 Years
8606,2.0,True,False,False,Keras,52575,< 5 Years
8607,1.5,True,False,True,Scikit-learn,56061,< 5 Years
8608,0.9,True,False,False,,760,< 5 Years
8609,27.2,False,False,True,,119987,25+ Years
8610,6.5,True,False,True,TensorFlow,189913,5-10 Years
8611,3.2,True,False,False,,972,< 5 Years
8612,0.34,True,True,True,Keras,96,< 5 Years
8613,1.4,True,False,False,Scikit-learn,53280,< 5 Years
8614,1.3,True,True,False,,53793,< 5 Years
8615,2.9,True,False,False,Keras,52325,< 5 Years
8616,2.1,True,False,False,TensorFlow,59774,< 5 Years
8617,17.3,True,True,True,PyTorch,52798,15-20 Years
8618,0.61,True,False,False,,68704,< 5 Years
8619,15.3,False,True,True,,77793,15-20 Years
8620,0.74,True,False,False,,72682,< 5 Years
8621,1.1,True,False,True,TensorFlow,59969,< 5 Years
8622,0.42,True,False,False,,58983,< 5 Years
8623,2.8,True,True,False,Scikit-learn,2809,< 5 Years
8624,9.9,False,False,True,,52668,5-10 Years
8625,1.6,True,False,False,Scikit-learn,56678,< 5 Years
8626,8.9,False,False,False,,44876,5-10 Years
8627,1.3,True,False,True,Keras,6002,< 5 Years
8628,3.8,True,False,True,Scikit-learn,75,< 5 Years
8629,26.9,True,False,True,Scikit-learn,187047,25+ Years
8630,0.72,True,False,False,,60935,< 5 Years
8631,8.7,True,False,False,Keras,101132,5-10 Years
8632,4.8,True,False,False,Scikit-learn,1270,< 5 Years
8633,0.27,True,True,True,PyTorch,1697,< 5 Years
8634,0.75,False,False,False,,72847,< 5 Years
8635,15.6,True,False,False,PyTorch,50876,15-20 Years
8636,1.4,True,False,False,,68790,< 5 Years
8637,0.37,True,True,True,TensorFlow,5327,< 5 Years
8638,1.3,False,True,False,,35461,< 5 Years
8639,7.9,True,True,True,Scikit-learn,27900,5-10 Years
8640,2.1,True,True,True,,58820,< 5 Years
8641,4.9,True,False,True,TensorFlow,31066,< 5 Years
8642,1.9,True,False,False,,32160,< 5 Years
8643,9.7,True,False,False,PyTorch,37557,5-10 Years
8644,1.2,True,False,False,Scikit-learn,52113,< 5 Years
8645,3.4,True,True,True,Scikit-learn,70868,< 5 Years
8646,0.23,True,False,True,Scikit-learn,68374,< 5 Years
8647,3.6,True,False,False,Keras,70320,< 5 Years
8648,0.45,True,False,True,Scikit-learn,994,< 5 Years
8649,8.8,True,False,False,TensorFlow,19291,5-10 Years
8650,2.0,True,False,False,Keras,4279,< 5 Years
8651,18.3,False,False,False,,56890,15-20 Years
8652,20.4,True,False,True,Scikit-learn,12794,20-25 Years
8653,3.4,True,True,False,Scikit-learn,4801,< 5 Years
8654,4.5,True,True,True,Keras,712,< 5 Years
8655,2.1,False,True,False,,309,< 5 Years
8656,2.1,False,False,False,,326,< 5 Years
8657,1.8,True,True,True,Keras,67962,< 5 Years
8658,4.2,True,False,False,Keras,58196,< 5 Years
8659,0.0,False,False,False,,741,< 5 Years
8660,19.5,True,False,False,Scikit-learn,179695,15-20 Years
8661,4.4,True,False,True,,57266,< 5 Years
8662,0.45,True,False,False,Keras,60877,< 5 Years
8663,8.0,True,False,True,Scikit-learn,569,5-10 Years
8664,23.6,True,False,True,TensorFlow,186639,20-25 Years
8665,24.5,True,False,False,TensorFlow,378289,20-25 Years
8666,2.0,True,False,True,,66884,< 5 Years
8667,4.2,True,True,False,,241,< 5 Years
8668,2.5,True,False,False,Scikit-learn,63562,< 5 Years
8669,15.3,True,False,True,Keras,10267,15-20 Years
8670,6.1,False,False,False,TensorFlow,47,5-10 Years
8671,0.8,True,False,True,TensorFlow,51666,< 5 Years
8672,8.8,False,False,True,,65125,5-10 Years
8673,0.89,True,False,False,Scikit-learn,38821,< 5 Years
8674,1.0,True,False,True,TensorFlow,58317,< 5 Years
8675,7.5,True,False,True,,60910,5-10 Years
8676,5.0,True,False,True,TensorFlow,2333,< 5 Years
8677,1.4,True,False,False,Scikit-learn,73547,< 5 Years
8678,1.4,True,False,True,,71947,< 5 Years
8679,0.75,True,True,True,Keras,19401,< 5 Years
8680,5.6,False,False,False,,1735,5-10 Years
8681,0.64,True,True,True,,897,< 5 Years
8682,3.3,True,True,True,,67681,< 5 Years
8683,0.78,True,False,False,,66345,< 5 Years
8684,4.4,True,True,False,Keras,61434,< 5 Years
8685,13.0,True,False,False,Scikit-learn,39527,10-15 Years
8686,3.7,True,False,False,Scikit-learn,803,< 5 Years
8687,1.4,True,False,False,,53135,< 5 Years
8688,4.7,False,False,True,,67811,< 5 Years
8689,1.7,True,False,True,Scikit-learn,9496,< 5 Years
8690,6.0,True,False,True,,78,5-10 Years
8691,1.1,False,False,False,Scikit-learn,90501,< 5 Years
8692,0.0,False,False,False,,249642,< 5 Years
8693,4.6,True,True,False,PyTorch,2023,< 5 Years
8694,0.23,True,False,False,Scikit-learn,37679,< 5 Years
8695,10.1,True,False,True,,63773,10-15 Years
8696,3.5,True,False,True,Scikit-learn,12914,< 5 Years
8697,1.7,False,True,True,,14970,< 5 Years
8698,0.85,True,False,False,,71338,< 5 Years
8699,2.0,False,False,False,,72390,< 5 Years
8700,0.47,True,False,False,,59020,< 5 Years
8701,6.5,True,False,False,TensorFlow,52888,5-10 Years
8702,2.5,True,False,True,Scikit-learn,9283,< 5 Years
8703,3.4,True,False,True,,256,< 5 Years
8704,26.8,True,True,True,Keras,25415,25+ Years
8705,0.92,True,False,True,,24122,< 5 Years
8706,26.9,True,False,True,TensorFlow,57183,25+ Years
8707,23.0,True,False,True,Scikit-learn,67985,20-25 Years
8708,0.41,True,False,False,Scikit-learn,54954,< 5 Years
8709,0.99,True,False,False,PyTorch,1396,< 5 Years
8710,6.2,False,False,True,,85,5-10 Years
8711,1.0,True,False,False,,59959,< 5 Years
8712,5.6,True,False,False,,72141,5-10 Years
8713,4.7,True,False,False,Keras,905,< 5 Years
8714,0.63,True,True,False,,157,< 5 Years
8715,2.3,True,False,True,Keras,72273,< 5 Years
8716,2.8,True,False,True,Keras,29761,< 5 Years
8717,1.1,False,True,False,,83236,< 5 Years
8718,8.3,True,False,False,PyTorch,48692,5-10 Years
8719,1.8,True,True,True,Scikit-learn,74744,< 5 Years
8720,2.5,True,False,False,,72229,< 5 Years
8721,6.3,True,True,False,Keras,24719,5-10 Years
8722,2.2,True,False,False,Keras,1707,< 5 Years
8723,0.54,True,False,False,,811,< 5 Years
8724,0.0,False,False,False,,994,< 5 Years
8725,0.54,True,False,False,Scikit-learn,72843,< 5 Years
8726,11.2,True,False,False,Keras,36055,10-15 Years
8727,2.4,True,False,False,,60307,< 5 Years
8728,1.5,True,False,True,Scikit-learn,69198,< 5 Years
8729,3.3,False,False,False,Scikit-learn,51051,< 5 Years
8730,12.9,True,False,True,Scikit-learn,31805,10-15 Years
8731,13.7,True,False,False,Scikit-learn,46103,10-15 Years
8732,11.3,True,True,True,PyTorch,197282,10-15 Years
8733,3.6,True,False,False,TensorFlow,10679,< 5 Years
8734,3.2,True,True,True,Keras,56288,< 5 Years
8735,2.9,True,False,True,TensorFlow,403,< 5 Years
8736,0.79,True,False,False,TensorFlow,641,< 5 Years
8737,12.7,True,True,False,Scikit-learn,33262,10-15 Years
8738,4.5,True,False,True,,2952,< 5 Years
8739,0.42,True,True,False,PyTorch,56616,< 5 Years
8740,5.0,True,False,False,PyTorch,64310,< 5 Years
8741,16.8,True,False,True,Keras,2743,15-20 Years
8742,2.2,True,False,False,,55077,< 5 Years
8743,1.8,True,False,False,,51232,< 5 Years
8744,3.4,True,True,False,TensorFlow,2502,< 5 Years
8745,0.43,True,True,True,,68467,< 5 Years
8746,10.4,True,False,True,Scikit-learn,843,10-15 Years
8747,27.9,False,False,False,Scikit-learn,102999,25+ Years
8748,4.9,True,True,False,Scikit-learn,69672,< 5 Years
8749,0.23,True,False,False,TensorFlow,8184,< 5 Years
8750,4.3,True,False,False,TensorFlow,69055,< 5 Years
8751,4.9,True,False,True,PyTorch,21810,< 5 Years
8752,3.7,True,False,False,Keras,58429,< 5 Years
8753,25.7,True,False,False,Keras,110911,25+ Years
8754,14.0,True,False,False,Keras,50324,10-15 Years
8755,10.5,True,False,True,Keras,34543,10-15 Years
8756,0.94,True,False,False,Scikit-learn,67808,< 5 Years
8757,2.3,True,False,True,,74207,< 5 Years
8758,10.3,False,True,True,,25435,10-15 Years
8759,7.9,False,True,False,,93978,5-10 Years
8760,1.5,True,False,False,,54900,< 5 Years
8761,15.9,False,False,True,,61640,15-20 Years
8762,0.74,True,False,True,PyTorch,63570,< 5 Years
8763,5.0,True,False,False,Keras,24772,< 5 Years
8764,0.0,False,False,False,,109332,< 5 Years
8765,9.6,True,False,True,Scikit-learn,1076,5-10 Years
8766,3.4,True,True,False,Scikit-learn,62167,< 5 Years
8767,2.3,True,False,True,,4173,< 5 Years
8768,2.5,False,True,False,,56993,< 5 Years
8769,1.8,True,False,False,TensorFlow,13601,< 5 Years
8770,11.8,True,False,False,Scikit-learn,277,10-15 Years
8771,3.4,True,False,False,,67802,< 5 Years
8772,25.6,True,True,False,,114746,25+ Years
8773,17.8,True,True,True,TensorFlow,62993,15-20 Years
8774,0.28,True,False,False,Keras,52612,< 5 Years
8775,24.0,True,False,False,,16539,20-25 Years
8776,4.4,True,False,False,,1839,< 5 Years
8777,4.2,False,False,True,,66514,< 5 Years
8778,2.9,True,True,False,Scikit-learn,66917,< 5 Years
8779,0.65,True,False,True,,62263,< 5 Years
8780,1.2,True,False,False,,71100,< 5 Years
8781,4.5,True,False,False,Scikit-learn,30440,< 5 Years
8782,2.5,True,True,False,,61284,< 5 Years
8783,0.28,True,False,False,,67761,< 5 Years
8784,8.7,True,False,True,Scikit-learn,35664,5-10 Years
8785,2.1,True,True,True,Keras,14547,< 5 Years
8786,4.3,True,True,False,TensorFlow,408,< 5 Years
8787,21.5,True,True,False,,70252,20-25 Years
8788,3.0,True,False,True,TensorFlow,935,< 5 Years
8789,3.6,True,True,True,Keras,7425,< 5 Years
8790,0.26,True,False,False,,779,< 5 Years
8791,0.48,True,False,False,,52917,< 5 Years
8792,2.6,True,True,True,,60814,< 5 Years
8793,0.62,True,False,False,,54786,< 5 Years
8794,2.3,True,False,True,TensorFlow,74322,< 5 Years
8795,0.54,False,False,False,,121926,< 5 Years
8796,14.4,True,True,True,Keras,26009,10-15 Years
8797,8.2,False,False,False,,72368,5-10 Years
8798,1.5,True,False,False,PyTorch,58064,< 5 Years
8799,2.7,True,False,True,Scikit-learn,73316,< 5 Years
8800,0.0,False,False,False,,3818,< 5 Years
8801,2.2,True,False,True,Scikit-learn,985,< 5 Years
8802,11.0,True,True,False,,28143,10-15 Years
8803,4.2,True,False,True,Scikit-learn,72513,< 5 Years
8804,23.3,True,False,False,Keras,3797,20-25 Years
8805,3.2,True,True,False,PyTorch,2629,< 5 Years
8806,1.3,False,False,False,,53285,< 5 Years
8807,13.9,True,False,True,PyTorch,65543,10-15 Years
8808,8.2,True,False,True,PyTorch,205889,5-10 Years
8809,9.8,True,False,False,Scikit-learn,4710,5-10 Years
8810,1.3,True,False,True,,59123,< 5 Years
8811,1.8,True,False,False,Scikit-learn,18008,< 5 Years
8812,1.2,True,False,False,PyTorch,456,< 5 Years
8813,29.8,True,False,False,Scikit-learn,47291,25+ Years
8814,1.6,True,False,True,Keras,67252,< 5 Years
8815,3.7,True,False,False,TensorFlow,66063,< 5 Years
8816,1.8,True,False,True,TensorFlow,62958,< 5 Years
8817,26.5,True,False,True,Scikit-learn,27260,25+ Years
8818,0.0,False,False,False,,183,< 5 Years
8819,12.7,True,True,False,Scikit-learn,96361,10-15 Years
8820,0.89,True,True,True,Scikit-learn,58129,< 5 Years
8821,5.0,True,False,True,TensorFlow,613,< 5 Years
8822,1.5,True,False,True,Scikit-learn,32681,< 5 Years
8823,2.8,True,False,False,TensorFlow,4769,< 5 Years
8824,2.5,True,False,False,Scikit-learn,357,< 5 Years
8825,1.9,True,False,False,Scikit-learn,63489,< 5 Years
8826,1.5,True,False,True,,72123,< 5 Years
8827,15.5,True,False,True,PyTorch,110559,15-20 Years
8828,0.65,True,False,False,Scikit-learn,834,< 5 Years
8829,0.38,True,False,False,PyTorch,52739,< 5 Years
8830,4.8,True,False,True,Scikit-learn,235958,< 5 Years
8831,7.3,True,False,True,PyTorch,85313,5-10 Years
8832,12.4,True,True,True,Scikit-learn,8727,10-15 Years
8833,6.4,True,False,True,Keras,58871,5-10 Years
8834,1.9,True,False,True,Scikit-learn,1958,< 5 Years
8835,3.2,True,False,True,Scikit-learn,72905,< 5 Years
8836,2.0,True,False,False,,8248,< 5 Years
8837,0.27,True,False,False,,64638,< 5 Years
8838,2.6,True,False,False,,53705,< 5 Years
8839,2.0,True,False,False,Scikit-learn,69884,< 5 Years
8840,19.1,True,False,False,PyTorch,73206,15-20 Years
8841,1.3,True,False,True,TensorFlow,56128,< 5 Years
8842,2.2,True,False,False,Scikit-learn,32,< 5 Years
8843,6.7,True,False,True,Keras,66176,5-10 Years
8844,2.7,True,False,False,Keras,37542,< 5 Years
8845,0.54,True,False,False,,57898,< 5 Years
8846,1.4,True,True,True,TensorFlow,9791,< 5 Years
8847,0.0,False,False,False,,6386,< 5 Years
8848,4.0,True,False,False,Scikit-learn,68585,< 5 Years
8849,26.7,True,False,False,Scikit-learn,140658,25+ Years
8850,1.7,True,False,True,,285,< 5 Years
8851,10.6,True,True,True,Scikit-learn,394,10-15 Years
8852,2.0,True,False,False,TensorFlow,60948,< 5 Years
8853,3.6,True,False,True,Scikit-learn,8472,< 5 Years
8854,18.1,True,False,True,TensorFlow,535768,15-20 Years
8855,6.4,True,False,True,,58440,5-10 Years
8856,27.1,True,True,False,Scikit-learn,63930,25+ Years
8857,0.93,True,False,False,Scikit-learn,219,< 5 Years
8858,0.5,True,False,False,Keras,58065,< 5 Years
8859,0.0,False,False,False,,424,< 5 Years
8860,0.94,True,False,False,TensorFlow,56560,< 5 Years
8861,0.44,True,False,False,Scikit-learn,58937,< 5 Years
8862,0.96,True,False,False,Scikit-learn,58359,< 5 Years
8863,0.25,True,False,True,PyTorch,637,< 5 Years
8864,0.0,False,False,False,,1832,< 5 Years
8865,3.1,False,True,False,Scikit-learn,155933,< 5 Years
8866,2.5,True,False,True,Keras,72772,< 5 Years
8867,4.8,True,False,False,Scikit-learn,2815,< 5 Years
8868,1.5,False,False,False,,692,< 5 Years
8869,0.0,False,False,False,,117424,< 5 Years
8870,17.8,False,False,True,,59180,15-20 Years
8871,0.8,True,False,False,,59840,< 5 Years
8872,11.4,True,False,True,Keras,1625,10-15 Years
8873,10.2,True,False,True,TensorFlow,89427,10-15 Years
8874,1.4,True,False,False,PyTorch,7902,< 5 Years
8875,1.7,True,False,False,Keras,57952,< 5 Years
8876,2.9,True,False,True,Scikit-learn,10237,< 5 Years
8877,0.0,False,False,False,,786,< 5 Years
8878,2.5,True,False,False,,59490,< 5 Years
8879,17.7,False,False,False,TensorFlow,22487,15-20 Years
8880,3.2,True,False,True,Scikit-learn,52404,< 5 Years
8881,2.6,True,True,False,Scikit-learn,55231,< 5 Years
8882,4.1,True,False,True,TensorFlow,30306,< 5 Years
8883,17.4,True,False,False,Keras,87781,15-20 Years
8884,1.1,True,False,False,Scikit-learn,51616,< 5 Years
8885,0.26,False,False,False,,7603,< 5 Years
8886,4.0,True,False,False,TensorFlow,74434,< 5 Years
8887,0.44,False,True,False,,51283,< 5 Years
8888,2.3,True,False,False,Scikit-learn,1308,< 5 Years
8889,2.0,True,True,False,Scikit-learn,26425,< 5 Years
8890,0.0,False,False,False,,41699,< 5 Years
8891,0.99,True,False,False,,57342,< 5 Years
8892,0.0,False,False,False,,1020,< 5 Years
8893,20.5,True,False,False,Scikit-learn,58669,20-25 Years
8894,0.0,False,False,False,,823,< 5 Years
8895,21.0,True,False,True,TensorFlow,282556,20-25 Years
8896,0.69,True,False,False,Scikit-learn,4321,< 5 Years
8897,1.7,True,False,False,TensorFlow,54174,< 5 Years
8898,9.8,True,False,True,Keras,77335,5-10 Years
8899,22.4,False,False,True,,371,20-25 Years
8900,0.39,True,False,True,,72756,< 5 Years
8901,0.45,True,False,False,Scikit-learn,71542,< 5 Years
8902,25.5,True,False,False,Scikit-learn,1198,25+ Years
8903,1.3,True,False,False,,371,< 5 Years
8904,1.3,False,True,False,,759,< 5 Years
8905,4.7,True,True,False,,65298,< 5 Years
8906,0.72,False,False,False,,53488,< 5 Years
8907,10.0,True,False,True,Keras,77433,5-10 Years
8908,4.7,True,False,True,,7149,< 5 Years
8909,1.0,True,False,False,,1226,< 5 Years
8910,0.85,True,False,False,Scikit-learn,2214,< 5 Years
8911,9.1,True,False,True,Scikit-learn,237595,5-10 Years
8912,0.6,True,True,False,PyTorch,180,< 5 Years
8913,1.0,True,False,False,,8542,< 5 Years
8914,4.5,True,False,False,Keras,519,< 5 Years
8915,2.8,True,True,True,,3376,< 5 Years
8916,0.0,False,False,False,,72497,< 5 Years
8917,3.8,True,False,False,TensorFlow,58058,< 5 Years
8918,0.61,True,False,False,Keras,62420,< 5 Years
8919,7.8,True,False,False,Scikit-learn,51576,5-10 Years
8920,2.1,True,False,False,,65242,< 5 Years
8921,0.89,True,True,True,PyTorch,54779,< 5 Years
8922,0.32,True,False,False,,61923,< 5 Years
8923,5.7,True,False,True,Scikit-learn,112850,5-10 Years
8924,4.6,True,False,True,Scikit-learn,53499,< 5 Years
8925,0.0,False,False,False,,9393,< 5 Years
8926,18.3,True,True,True,Keras,722,15-20 Years
8927,1.8,True,False,False,Scikit-learn,385,< 5 Years
8928,24.0,True,False,False,Keras,62670,20-25 Years
8929,29.2,True,True,False,Keras,92314,25+ Years
8930,1.8,True,False,True,Scikit-learn,1623,< 5 Years
8931,2.6,True,False,False,Keras,1475,< 5 Years
8932,3.3,True,False,True,Scikit-learn,14912,< 5 Years
8933,0.48,False,False,True,Scikit-learn,68460,< 5 Years
8934,0.56,True,False,False,PyTorch,111292,< 5 Years
8935,18.4,False,False,False,TensorFlow,59293,15-20 Years
8936,0.81,True,False,True,PyTorch,63390,< 5 Years
8937,0.98,True,True,True,Keras,72914,< 5 Years
8938,10.9,False,False,False,,6275,10-15 Years
8939,1.5,False,False,True,,51971,< 5 Years
8940,0.56,True,False,True,,59070,< 5 Years
8941,0.63,True,False,False,Scikit-learn,51129,< 5 Years
